600.807	1	1	583
600.894	1	1	584
600.982	1	1	593
601.069	1	1	602
601.156	1	1	607
601.244	1	1	602
601.331	1	1	602
601.418	1	1	610
601.505	1	1	614
601.593	1	1	604
601.680	1	1	612
601.767	1	1	611
601.854	1	1	600
601.942	1	1	606
602.029	1	1	608
602.116	1	1	606
602.203	1	1	595
602.291	1	1	605
602.378	1	1	602
602.465	1	1	603
602.552	1	1	598
602.639	1	1	605
602.727	1	1	601
602.814	1	1	604
602.901	1	1	597
602.988	1	1	618
603.075	1	1	608
603.163	1	1	598
603.250	1	1	602
603.337	1	1	603
603.424	1	1	606
603.511	1	1	606
603.598	1	1	602
603.685	1	1	601
603.773	1	1	604
603.860	1	1	584
603.947	1	1	599
604.034	1	1	601
604.121	1	1	600
604.208	1	1	607
604.295	1	1	604
604.382	1	1	603
604.469	1	1	598
604.556	1	1	603
604.643	1	1	605
604.731	1	1	605
604.818	1	1	610
604.905	1	1	602
604.992	1	1	602
605.079	1	1	614
605.166	1	1	611
605.253	1	1	600
605.340	1	1	606
605.427	1	1	608
605.514	1	1	602
605.601	1	1	603
605.688	1	1	599
605.775	1	1	605
605.862	1	1	602
605.949	1	1	612
606.036	1	1	605
606.123	1	1	613
606.210	1	1	605
606.296	1	1	610
606.383	1	1	597
606.470	1	1	601
606.557	1	1	612
606.644	1	1	615
606.731	1	1	602
606.818	1	1	604
606.905	1	1	606
606.992	1	1	606
607.079	1	1	598
607.166	1	1	609
607.252	1	1	603
607.339	1	1	613
607.426	1	1	608
607.513	1	1	615
607.600	1	1	604
607.687	1	1	611
607.774	1	1	611
607.860	1	1	608
607.947	1	1	607
608.034	1	1	612
608.121	1	1	603
608.208	1	1	602
608.295	1	1	603
608.381	1	1	609
608.468	1	1	600
608.555	1	1	610
608.642	1	1	607
608.728	1	1	599
608.815	1	1	613
608.902	1	1	605
608.989	1	1	608
609.076	1	1	604
609.162	1	1	615
609.249	1	1	603
609.336	1	1	620
609.422	1	1	604
609.509	1	1	611
609.596	1	1	612
609.683	1	1	610
609.769	1	1	612
609.856	1	1	612
609.943	1	1	604
610.029	1	1	602
610.116	1	1	618
610.203	1	1	603
610.289	1	1	608
610.376	1	1	613
610.463	1	1	614
610.549	1	1	617
610.636	1	1	599
610.723	1	1	621
610.809	1	1	618
610.896	1	1	612
610.982	1	1	611
611.069	1	1	624
611.156	1	1	612
611.242	1	1	611
611.329	1	1	637
611.415	1	1	633
611.502	1	1	632
611.589	1	1	670
611.675	1	1	666
611.762	1	1	648
611.848	1	1	678
611.935	1	1	653
612.021	1	1	653
612.108	1	1	678
612.194	1	1	639
612.281	1	1	631
612.367	1	1	633
612.454	1	1	622
612.541	1	1	623
612.627	1	1	615
612.713	1	1	623
612.800	1	1	620
612.886	1	1	616
612.973	1	1	625
613.059	1	1	620
613.146	1	1	635
613.232	1	1	620
613.319	1	1	613
613.405	1	1	628
613.492	1	1	613
613.578	1	1	622
613.665	1	1	621
613.751	1	1	611
613.837	1	1	606
613.924	1	1	609
614.010	1	1	622
614.097	1	1	618
614.183	1	1	611
614.269	1	1	606
614.356	1	1	620
614.442	1	1	607
614.528	1	1	620
614.615	1	1	615
614.701	1	1	620
614.787	1	1	613
614.874	1	1	614
614.960	1	1	600
615.046	1	1	609
615.133	1	1	622
615.219	1	1	611
615.305	1	1	612
615.392	1	1	618
615.478	1	1	613
615.564	1	1	606
615.651	1	1	609
615.737	1	1	617
615.823	1	1	615
615.909	1	1	599
615.996	1	1	609
616.082	1	1	603
616.168	1	1	607
616.254	1	1	598
616.341	1	1	601
616.427	1	1	617
616.513	1	1	603
616.599	1	1	616
616.686	1	1	612
616.772	1	1	607
616.858	1	1	604
616.944	1	1	604
617.030	1	1	613
617.117	1	1	607
617.203	1	1	610
617.289	1	1	613
617.375	1	1	601
617.461	1	1	613
617.547	1	1	609
617.633	1	1	602
617.720	1	1	603
617.806	1	1	614
617.892	1	1	613
617.978	1	1	596
618.064	1	1	613
618.150	1	1	610
618.236	1	1	609
618.322	1	1	607
618.408	1	1	611
618.495	1	1	601
618.581	1	1	609
618.667	1	1	610
618.753	1	1	601
618.839	1	1	612
618.925	1	1	611
619.011	1	1	611
619.097	1	1	606
619.183	1	1	614
619.269	1	1	610
619.355	1	1	614
619.441	1	1	614
619.527	1	1	607
619.613	1	1	614
619.699	1	1	606
619.785	1	1	613
619.871	1	1	603
619.957	1	1	621
620.043	1	1	618
620.129	1	1	604
620.215	1	1	622
620.301	1	1	600
620.387	1	1	606
620.473	1	1	611
620.559	1	1	603
620.645	1	1	615
620.731	1	1	617
620.816	1	1	620
620.902	1	1	618
620.988	1	1	604
621.074	1	1	616
621.160	1	1	609
621.246	1	1	608
621.332	1	1	597
621.418	1	1	617
621.504	1	1	620
621.589	1	1	603
621.675	1	1	603
621.761	1	1	603
621.847	1	1	606
621.933	1	1	600
622.019	1	1	603
622.105	1	1	614
622.190	1	1	603
622.276	1	1	601
622.362	1	1	611
622.448	1	1	609
622.534	1	1	610
622.619	1	1	607
622.705	1	1	620
622.791	1	1	609
622.877	1	1	601
622.962	1	1	603
623.048	1	1	608
623.134	1	1	604
623.220	1	1	610
623.305	1	1	607
623.391	1	1	610
623.477	1	1	610
623.563	1	1	603
623.648	1	1	602
623.734	1	1	618
623.820	1	1	607
623.905	1	1	606
623.991	1	1	607
624.077	1	1	610
624.163	1	1	600
624.248	1	1	605
624.334	1	1	602
624.420	1	1	606
624.505	1	1	608
624.591	1	1	601
624.676	1	1	606
624.762	1	1	603
624.848	1	1	620
624.933	1	1	608
625.019	1	1	606
625.105	1	1	614
625.190	1	1	599
625.276	1	1	608
625.361	1	1	600
625.447	1	1	603
625.533	1	1	609
625.618	1	1	606
625.704	1	1	608
625.789	1	1	610
625.875	1	1	614
625.960	1	1	607
626.046	1	1	608
626.131	1	1	608
626.217	1	1	606
626.302	1	1	602
626.388	1	1	608
626.474	1	1	611
626.559	1	1	594
626.645	1	1	612
626.730	1	1	607
626.816	1	1	596
626.901	1	1	605
626.986	1	1	603
627.072	1	1	598
627.157	1	1	602
627.243	1	1	607
627.328	1	1	598
627.414	1	1	608
627.499	1	1	605
627.585	1	1	608
627.670	1	1	600
627.755	1	1	605
627.841	1	1	597
627.926	1	1	607
628.012	1	1	613
628.097	1	1	621
628.183	1	1	610
628.268	1	1	603
628.353	1	1	607
628.439	1	1	606
628.524	1	1	606
628.609	1	1	602
628.695	1	1	620
628.780	1	1	597
628.865	1	1	611
628.951	1	1	609
629.036	1	1	598
629.121	1	1	608
629.207	1	1	613
629.292	1	1	605
629.377	1	1	611
629.463	1	1	610
629.548	1	1	599
629.633	1	1	607
629.718	1	1	601
629.804	1	1	603
629.889	1	1	610
629.974	1	1	606
630.060	1	1	607
630.145	1	1	603
630.230	1	1	610
630.315	1	1	610
630.401	1	1	591
630.486	1	1	610
630.571	1	1	625
630.656	1	1	600
630.741	1	1	600
630.827	1	1	596
630.912	1	1	622
630.997	1	1	602
631.082	1	1	599
631.167	1	1	594
631.253	1	1	606
631.338	1	1	607
631.423	1	1	596
631.508	1	1	604
631.593	1	1	621
631.678	1	1	608
631.763	1	1	615
631.849	1	1	615
631.934	1	1	615
632.019	1	1	602
632.104	1	1	611
632.189	1	1	602
632.274	1	1	612
632.359	1	1	600
632.444	1	1	613
632.529	1	1	610
632.614	1	1	602
632.699	1	1	605
632.785	1	1	597
632.870	1	1	600
632.955	1	1	609
633.040	1	1	595
633.125	1	1	609
633.210	1	1	601
633.295	1	1	607
633.380	1	1	600
633.465	1	1	596
633.550	1	1	607
633.635	1	1	603
633.720	1	1	600
633.805	1	1	608
633.890	1	1	602
633.975	1	1	610
634.060	1	1	606
634.145	1	1	602
634.230	1	1	609
634.315	1	1	610
634.400	1	1	603
634.484	1	1	600
634.569	1	1	595
634.654	1	1	603
634.739	1	1	606
634.824	1	1	603
634.909	1	1	601
634.994	1	1	602
635.079	1	1	598
635.164	1	1	594
635.249	1	1	596
635.334	1	1	600
635.418	1	1	602
635.503	1	1	601
635.588	1	1	597
635.673	1	1	606
635.758	1	1	594
635.843	1	1	610
635.927	1	1	607
636.012	1	1	598
636.097	1	1	600
636.182	1	1	602
636.267	1	1	604
636.352	1	1	612
636.436	1	1	603
636.521	1	1	606
636.606	1	1	607
636.691	1	1	606
636.775	1	1	609
636.860	1	1	603
636.945	1	1	610
637.030	1	1	601
637.115	1	1	604
637.199	1	1	610
637.284	1	1	600
637.369	1	1	617
637.453	1	1	598
637.538	1	1	599
637.623	1	1	602
637.708	1	1	620
637.792	1	1	602
637.877	1	1	598
637.962	1	1	599
638.046	1	1	612
638.131	1	1	602
638.216	1	1	611
638.300	1	1	609
638.385	1	1	603
638.470	1	1	606
638.554	1	1	609
638.639	1	1	613
638.724	1	1	605
638.808	1	1	608
638.893	1	1	603
